method_raw,dataset_id,score,local_score,global_score,cluster_score,n_score_metrics,complete_score_inputs,source_layer,method_id,parent_method,perturbation_axis,perturbation_axis_label,axis_order,parameter_label,method_family,method_order,param_group,param_value,cells,genes,sparsity_pct,n_batches,n_groups,size_mb,score_available
ParametricUMAP200,celltype_11,0.5537894736842105,0.5928888888888889,0.2572,0.7799999999999999,19,True,standard_metric_files,Parametric UMAP 200,UMAP,celltype_number,cell-type number,3,11,graph/diffusion,17.2,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
ParametricUMAP50,celltype_11,0.5392105263157895,0.5892222222222221,0.2124,0.7759999999999999,19,True,standard_metric_files,Parametric UMAP 50,UMAP,celltype_number,cell-type number,3,11,graph/diffusion,17.1,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
SAUCIE,celltype_11,0.18021052631578943,0.21255555555555558,0.2262,0.07600000000000001,19,True,standard_metric_files,SAUCIE,SAUCIE,celltype_number,cell-type number,3,11,deep generative/autoencoder,11.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
SCDRHA,celltype_11,0.42173684210526313,0.5482222222222223,0.1398,0.476,19,True,standard_metric_files,SCDRHA,SCDRHA,celltype_number,cell-type number,3,11,deep generative/autoencoder,13.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
SIMLR,celltype_11,0.626842105263158,0.6243333333333334,0.30019999999999997,0.958,19,True,standard_metric_files,SIMLR,SIMLR,celltype_number,cell-type number,3,11,graph/diffusion,18.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
SPDR,celltype_11,0.6139473684210527,0.6436666666666667,0.19639999999999996,0.9780000000000001,19,True,standard_metric_files,SPDR,SPDR,celltype_number,cell-type number,3,11,graph/diffusion,21.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
SQuaD_MDS,celltype_11,0.38752631578947366,0.4072222222222222,0.4856,0.254,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,celltype_number,cell-type number,3,11,metric/structure-aware,26.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
SQuaD_MDS_hybrid,celltype_11,0.43899999999999995,0.5072222222222222,0.3712,0.384,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,celltype_number,cell-type number,3,11,metric/structure-aware,25.1,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
SSNMDI,celltype_11,0.19973684210526313,0.26811111111111113,0.1584,0.11800000000000002,19,True,standard_metric_files,SSNMDI,SSNMDI,celltype_number,cell-type number,3,11,linear/probabilistic,6.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
TSNE,celltype_11,0.634578947368421,0.6447777777777779,0.27880000000000005,0.9719999999999999,19,True,standard_metric_files,t-SNE,t-SNE,celltype_number,cell-type number,3,11,metric/structure-aware,24.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
TriMap,celltype_11,0.6570526315789472,0.645222222222222,0.35740000000000005,0.9780000000000001,19,True,standard_metric_files,TriMap,TriMap,celltype_number,cell-type number,3,11,metric/structure-aware,25.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
UMAP,celltype_11,0.5083157894736843,0.5716666666666668,0.2266,0.6759999999999999,19,True,standard_metric_files,UMAP,UMAP,celltype_number,cell-type number,3,11,graph/diffusion,17.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
VAE,celltype_11,0.6097894736842103,0.6362222222222221,0.30200000000000005,0.8699999999999999,19,True,standard_metric_files,VAE,VAE,celltype_number,cell-type number,3,11,deep generative/autoencoder,8.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
ZIFA,celltype_11,0.4103157894736842,0.43899999999999995,0.343,0.426,19,True,standard_metric_files,ZIFA,ZIFA,celltype_number,cell-type number,3,11,linear/probabilistic,4.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
ivis,celltype_11,0.24884210526315798,0.29255555555555557,0.30700000000000005,0.11200000000000002,19,True,standard_metric_files,IVIS,IVIS,celltype_number,cell-type number,3,11,metric/structure-aware,22.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
pCMF,celltype_11,0.18052631578947365,0.25855555555555554,0.21259999999999998,0.008,19,True,standard_metric_files,pCMF,pCMF,celltype_number,cell-type number,3,11,linear/probabilistic,3.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
scGAE,celltype_11,0.18010526315789468,0.23488888888888887,0.15960000000000002,0.10200000000000001,19,True,standard_metric_files,scGAE,scGAE,celltype_number,cell-type number,3,11,deep generative/autoencoder,14.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
scGBM,celltype_11,0.4016315789473684,0.4361111111111111,0.3572,0.38399999999999995,19,True,standard_metric_files,scGBM,scGBM,celltype_number,cell-type number,3,11,linear/probabilistic,5.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
scScope,celltype_11,0.22663157894736838,0.2536666666666667,0.33060000000000006,0.07400000000000001,19,True,standard_metric_files,scScope,scScope,celltype_number,cell-type number,3,11,deep generative/autoencoder,12.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
scvis,celltype_11,0.2493684210526316,0.23633333333333337,0.3602,0.162,19,True,standard_metric_files,scvis,scvis,celltype_number,cell-type number,3,11,deep generative/autoencoder,9.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
tGPLVM,celltype_11,0.2406842105263158,0.26211111111111113,0.36679999999999996,0.07600000000000001,19,True,standard_metric_files,tGPLVM,tGPLVM,celltype_number,cell-type number,3,11,linear/probabilistic,7.0,celltype,11,2000.0,3000.0,46.1,1.0,11.0,68.0,True
DRA,celltype_13,0.191578947368421,0.25766666666666665,0.1942,0.07,19,True,standard_metric_files,DRA,DRA,celltype_number,cell-type number,4,13,deep generative/autoencoder,16.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
DREAM,celltype_13,0.20757894736842109,0.26333333333333336,0.2428,0.07200000000000001,19,True,standard_metric_files,DREAM,DREAM,celltype_number,cell-type number,4,13,deep generative/autoencoder,15.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
EDGE,celltype_13,0.30300000000000005,0.3866666666666667,0.21339999999999998,0.242,19,True,standard_metric_files,EDGE,EDGE,celltype_number,cell-type number,4,13,graph/diffusion,20.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
GLMPCA,celltype_13,0.38899999999999996,0.4308888888888889,0.3366,0.366,19,True,standard_metric_files,GLMPCA,GLMPCA,celltype_number,cell-type number,4,13,linear/probabilistic,2.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
PCA,celltype_13,0.4135789473684211,0.4721111111111111,0.25379999999999997,0.46799999999999997,19,True,standard_metric_files,PCA,PCA,celltype_number,cell-type number,4,13,linear/probabilistic,1.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
PHATE,celltype_13,0.5927368421052632,0.6167777777777776,0.2662,0.876,19,True,standard_metric_files,PHATE,PHATE,celltype_number,cell-type number,4,13,graph/diffusion,19.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
PaCMAP,celltype_13,0.21699999999999992,0.26066666666666666,0.1514,0.20400000000000001,19,True,standard_metric_files,PaCMAP,PaCMAP,celltype_number,cell-type number,4,13,metric/structure-aware,23.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
ParametricUMAP200,celltype_13,0.5136315789473686,0.558,0.2434,0.7040000000000001,19,True,standard_metric_files,Parametric UMAP 200,UMAP,celltype_number,cell-type number,4,13,graph/diffusion,17.2,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
ParametricUMAP50,celltype_13,0.5118421052631579,0.5514444444444444,0.24840000000000004,0.7040000000000001,19,True,standard_metric_files,Parametric UMAP 50,UMAP,celltype_number,cell-type number,4,13,graph/diffusion,17.1,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
SAUCIE,celltype_13,0.18057894736842103,0.21066666666666667,0.227,0.08000000000000002,19,True,standard_metric_files,SAUCIE,SAUCIE,celltype_number,cell-type number,4,13,deep generative/autoencoder,11.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
SCDRHA,celltype_13,0.3574210526315789,0.48055555555555557,0.18720000000000003,0.30600000000000005,19,True,standard_metric_files,SCDRHA,SCDRHA,celltype_number,cell-type number,4,13,deep generative/autoencoder,13.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
SIMLR,celltype_13,0.5725263157894735,0.6121111111111112,0.1578,0.916,19,True,standard_metric_files,SIMLR,SIMLR,celltype_number,cell-type number,4,13,graph/diffusion,18.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
SPDR,celltype_13,0.6239473684210527,0.6396666666666667,0.24159999999999998,0.9780000000000001,19,True,standard_metric_files,SPDR,SPDR,celltype_number,cell-type number,4,13,graph/diffusion,21.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
SQuaD_MDS,celltype_13,0.359,0.3892222222222222,0.4475999999999999,0.21600000000000003,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,celltype_number,cell-type number,4,13,metric/structure-aware,26.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
SQuaD_MDS_hybrid,celltype_13,0.3961052631578947,0.46111111111111114,0.35919999999999996,0.316,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,celltype_number,cell-type number,4,13,metric/structure-aware,25.1,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
SSNMDI,celltype_13,0.19121052631578941,0.2525555555555556,0.15599999999999997,0.11600000000000002,19,True,standard_metric_files,SSNMDI,SSNMDI,celltype_number,cell-type number,4,13,linear/probabilistic,6.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
TSNE,celltype_13,0.6362105263157893,0.6409999999999999,0.2918,0.9719999999999999,19,True,standard_metric_files,t-SNE,t-SNE,celltype_number,cell-type number,4,13,metric/structure-aware,24.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
TriMap,celltype_13,0.6392105263157896,0.6475555555555556,0.2874,0.976,19,True,standard_metric_files,TriMap,TriMap,celltype_number,cell-type number,4,13,metric/structure-aware,25.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
UMAP,celltype_13,0.4704736842105263,0.5294444444444445,0.26880000000000004,0.566,19,True,standard_metric_files,UMAP,UMAP,celltype_number,cell-type number,4,13,graph/diffusion,17.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
VAE,celltype_13,0.5725789473684211,0.6156666666666666,0.29960000000000003,0.768,19,True,standard_metric_files,VAE,VAE,celltype_number,cell-type number,4,13,deep generative/autoencoder,8.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
ZIFA,celltype_13,0.39894736842105266,0.4496666666666667,0.2846,0.42200000000000004,19,True,standard_metric_files,ZIFA,ZIFA,celltype_number,cell-type number,4,13,linear/probabilistic,4.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
ivis,celltype_13,0.2376842105263159,0.278,0.3168,0.08600000000000001,19,True,standard_metric_files,IVIS,IVIS,celltype_number,cell-type number,4,13,metric/structure-aware,22.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
pCMF,celltype_13,0.1647894736842105,0.25666666666666665,0.1782,-0.014000000000000002,19,True,standard_metric_files,pCMF,pCMF,celltype_number,cell-type number,4,13,linear/probabilistic,3.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
scGAE,celltype_13,0.19357894736842104,0.23299999999999998,0.2022,0.11400000000000002,19,True,standard_metric_files,scGAE,scGAE,celltype_number,cell-type number,4,13,deep generative/autoencoder,14.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
scGBM,celltype_13,0.3552105263157894,0.4098888888888889,0.26799999999999996,0.34400000000000003,19,True,standard_metric_files,scGBM,scGBM,celltype_number,cell-type number,4,13,linear/probabilistic,5.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
scScope,celltype_13,0.21336842105263154,0.25433333333333336,0.271,0.082,19,True,standard_metric_files,scScope,scScope,celltype_number,cell-type number,4,13,deep generative/autoencoder,12.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
scvis,celltype_13,0.2734210526315789,0.2607777777777778,0.4396000000000001,0.13,19,True,standard_metric_files,scvis,scvis,celltype_number,cell-type number,4,13,deep generative/autoencoder,9.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
tGPLVM,celltype_13,0.20131578947368423,0.2563333333333333,0.22559999999999997,0.07800000000000001,19,True,standard_metric_files,tGPLVM,tGPLVM,celltype_number,cell-type number,4,13,linear/probabilistic,7.0,celltype,13,2000.0,3000.0,46.0,1.0,13.0,69.0,True
DRA,celltype_15,0.21421052631578943,0.2564444444444444,0.27640000000000003,0.07600000000000001,19,True,standard_metric_files,DRA,DRA,celltype_number,cell-type number,5,15,deep generative/autoencoder,16.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
DREAM,celltype_15,0.19973684210526318,0.27466666666666667,0.1886,0.07600000000000001,19,True,standard_metric_files,DREAM,DREAM,celltype_number,cell-type number,5,15,deep generative/autoencoder,15.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
EDGE,celltype_15,0.2729473684210526,0.3516666666666667,0.21220000000000003,0.19200000000000003,19,True,standard_metric_files,EDGE,EDGE,celltype_number,cell-type number,5,15,graph/diffusion,20.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
GLMPCA,celltype_15,0.369,0.40855555555555545,0.32480000000000003,0.34199999999999997,19,True,standard_metric_files,GLMPCA,GLMPCA,celltype_number,cell-type number,5,15,linear/probabilistic,2.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
PCA,celltype_15,0.3716315789473684,0.41933333333333334,0.2654,0.392,19,True,standard_metric_files,PCA,PCA,celltype_number,cell-type number,5,15,linear/probabilistic,1.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
PHATE,celltype_15,0.5902631578947369,0.6046666666666667,0.2946,0.86,19,True,standard_metric_files,PHATE,PHATE,celltype_number,cell-type number,5,15,graph/diffusion,19.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
PaCMAP,celltype_15,0.2349473684210526,0.2542222222222222,0.2332,0.202,19,True,standard_metric_files,PaCMAP,PaCMAP,celltype_number,cell-type number,5,15,metric/structure-aware,23.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
ParametricUMAP200,celltype_15,0.4633684210526316,0.5068888888888888,0.2644,0.584,19,True,standard_metric_files,Parametric UMAP 200,UMAP,celltype_number,cell-type number,5,15,graph/diffusion,17.2,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
ParametricUMAP50,celltype_15,0.45821052631578946,0.5,0.2672,0.574,19,True,standard_metric_files,Parametric UMAP 50,UMAP,celltype_number,cell-type number,5,15,graph/diffusion,17.1,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
SAUCIE,celltype_15,0.15752631578947368,0.2028888888888889,0.1534,0.08000000000000002,19,True,standard_metric_files,SAUCIE,SAUCIE,celltype_number,cell-type number,5,15,deep generative/autoencoder,11.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
SCDRHA,celltype_15,0.37542105263157893,0.4683333333333333,0.18160000000000004,0.402,19,True,standard_metric_files,SCDRHA,SCDRHA,celltype_number,cell-type number,5,15,deep generative/autoencoder,13.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
SIMLR,celltype_15,0.5525263157894738,0.5862222222222222,0.2084,0.836,19,True,standard_metric_files,SIMLR,SIMLR,celltype_number,cell-type number,5,15,graph/diffusion,18.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
SPDR,celltype_15,0.6328947368421053,0.6346666666666666,0.2846000000000001,0.9780000000000001,19,True,standard_metric_files,SPDR,SPDR,celltype_number,cell-type number,5,15,graph/diffusion,21.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
SQuaD_MDS,celltype_15,0.36631578947368426,0.38322222222222224,0.5002,0.202,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,celltype_number,cell-type number,5,15,metric/structure-aware,26.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
SQuaD_MDS_hybrid,celltype_15,0.3513157894736842,0.41111111111111115,0.35500000000000004,0.24,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,celltype_number,cell-type number,5,15,metric/structure-aware,25.1,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
SSNMDI,celltype_15,0.19263157894736843,0.2558888888888889,0.16540000000000002,0.10600000000000001,19,True,standard_metric_files,SSNMDI,SSNMDI,celltype_number,cell-type number,5,15,linear/probabilistic,6.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
TSNE,celltype_15,0.6296842105263158,0.6351111111111112,0.27959999999999996,0.97,19,True,standard_metric_files,t-SNE,t-SNE,celltype_number,cell-type number,5,15,metric/structure-aware,24.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
TriMap,celltype_15,0.6390526315789474,0.6324444444444444,0.314,0.976,19,True,standard_metric_files,TriMap,TriMap,celltype_number,cell-type number,5,15,metric/structure-aware,25.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
UMAP,celltype_15,0.3842631578947369,0.4458888888888889,0.25960000000000005,0.398,19,True,standard_metric_files,UMAP,UMAP,celltype_number,cell-type number,5,15,graph/diffusion,17.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
VAE,celltype_15,0.5577894736842106,0.600111111111111,0.2754,0.764,19,True,standard_metric_files,VAE,VAE,celltype_number,cell-type number,5,15,deep generative/autoencoder,8.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
ZIFA,celltype_15,0.3356842105263158,0.388,0.24520000000000003,0.332,19,True,standard_metric_files,ZIFA,ZIFA,celltype_number,cell-type number,5,15,linear/probabilistic,4.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
ivis,celltype_15,0.23178947368421052,0.28155555555555556,0.276,0.098,19,True,standard_metric_files,IVIS,IVIS,celltype_number,cell-type number,5,15,metric/structure-aware,22.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
pCMF,celltype_15,0.17521052631578948,0.2587777777777778,0.22400000000000003,-0.024,19,True,standard_metric_files,pCMF,pCMF,celltype_number,cell-type number,5,15,linear/probabilistic,3.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
scGAE,celltype_15,0.18857894736842107,0.23055555555555557,0.1956,0.10600000000000001,19,True,standard_metric_files,scGAE,scGAE,celltype_number,cell-type number,5,15,deep generative/autoencoder,14.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
scGBM,celltype_15,0.36157894736842106,0.39877777777777773,0.32419999999999993,0.332,19,True,standard_metric_files,scGBM,scGBM,celltype_number,cell-type number,5,15,linear/probabilistic,5.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
scScope,celltype_15,0.21452631578947368,0.2554444444444445,0.2714,0.084,19,True,standard_metric_files,scScope,scScope,celltype_number,cell-type number,5,15,deep generative/autoencoder,12.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
scvis,celltype_15,0.25027777777777777,0.2541111111111111,0.21700000000000003,0.27,18,True,standard_metric_files,scvis,scvis,celltype_number,cell-type number,5,15,deep generative/autoencoder,9.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
tGPLVM,celltype_15,0.19015789473684214,0.25433333333333336,0.18680000000000002,0.07800000000000001,19,True,standard_metric_files,tGPLVM,tGPLVM,celltype_number,cell-type number,5,15,linear/probabilistic,7.0,celltype,15,2000.0,3000.0,45.6,1.0,15.0,69.0,True
DRA,batch_2,0.23973684210526314,0.3148888888888889,0.2782,0.066,19,True,standard_metric_files,DRA,DRA,batch_number,batch number,1,2,deep generative/autoencoder,16.0,batch,2,2000.0,3000.0,46.6,2.0,5.0,68.0,True
DREAM,batch_2,0.3166842105263159,0.40111111111111114,0.3074,0.17400000000000002,19,True,standard_metric_files,DREAM,DREAM,batch_number,batch number,1,2,deep generative/autoencoder,15.0,batch,2,2000.0,3000.0,46.6,2.0,5.0,68.0,True
EDGE,batch_2,0.5787368421052633,0.6501111111111111,0.27499999999999997,0.754,19,True,standard_metric_files,EDGE,EDGE,batch_number,batch number,1,2,graph/diffusion,20.0,batch,2,2000.0,3000.0,46.6,2.0,5.0,68.0,True
GLMPCA,batch_2,0.5128947368421052,0.5695555555555555,0.3578,0.5660000000000001,19,True,standard_metric_files,GLMPCA,GLMPCA,batch_number,batch number,1,2,linear/probabilistic,2.0,batch,2,2000.0,3000.0,46.6,2.0,5.0,68.0,True
PCA,batch_2,0.5305263157894737,0.5760000000000001,0.3452,0.634,19,True,standard_metric_files,PCA,PCA,batch_number,batch number,1,2,linear/probabilistic,1.0,batch,2,2000.0,3000.0,46.6,2.0,5.0,68.0,True
PHATE,batch_2,0.6715263157894737,0.6715555555555556,0.38299999999999995,0.96,19,True,standard_metric_files,PHATE,PHATE,batch_number,batch number,1,2,graph/diffusion,19.0,batch,2,2000.0,3000.0,46.6,2.0,5.0,68.0,True
PaCMAP,batch_2,0.23773684210526314,0.3202222222222222,0.191,0.136,19,True,standard_metric_files,PaCMAP,PaCMAP,batch_number,batch number,1,2,metric/structure-aware,23.0,batch,2,2000.0,3000.0,46.6,2.0,5.0,68.0,True
ParametricUMAP200,batch_2,0.6436315789473684,0.6734444444444443,0.2996,0.9339999999999999,19,True,standard_metric_files,Parametric UMAP 200,UMAP,batch_number,batch number,1,2,graph/diffusion,17.2,batch,2,2000.0,3000.0,46.6,2.0,5.0,68.0,True
ParametricUMAP50,batch_2,0.643,0.6726666666666666,0.3066,0.9259999999999999,19,True,standard_metric_files,Parametric UMAP 50,UMAP,batch_number,batch number,1,2,graph/diffusion,17.1,batch,2,2000.0,3000.0,46.6,2.0,5.0,68.0,True
