parent_method,clustering_algorithm,median_ari,family,panel,metric,median_value,dataset_category,dataset_id,ari,ARI,NMI,pearson_r,appearances,fraction,n_top_three_slots,median_rank,q1_rank,q3_rank,top3_fraction,dataset_algorithm_tasks,eligible_task_count,kmeans,louvain,spectral,algorithm_range,algorithm_sd,n_algorithms,median_absolute_gap,q1_absolute_gap,q3_absolute_gap,task_count
PHATE,spectral,,graph,e,,,TI,pair-2,,0.1,0.36,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,kmeans,,metric,e,,,TI,pair-2,,-0.0,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,louvain,,metric,e,,,TI,pair-2,,0.0,0.04,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,spectral,,metric,e,,,TI,pair-2,,0.0,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,kmeans,,deep,e,,,TI,pair-2,,0.0,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,louvain,,deep,e,,,TI,pair-2,,0.0,0.04,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,spectral,,deep,e,,,TI,pair-2,,0.0,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,kmeans,,deep,e,,,TI,pair-2,,0.12,0.32,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,louvain,,deep,e,,,TI,pair-2,,0.02,0.25,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,spectral,,deep,e,,,TI,pair-2,,0.09,0.31,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,kmeans,,graph,e,,,TI,pair-2,,0.13,0.4,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,louvain,,graph,e,,,TI,pair-2,,0.02,0.32,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,spectral,,graph,e,,,TI,pair-2,,0.14,0.41,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,kmeans,,metric,e,,,TI,pair-2,,0.095,0.235,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,louvain,,metric,e,,,TI,pair-2,,0.01,0.2,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,spectral,,metric,e,,,TI,pair-2,,0.07,0.235,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,kmeans,,linear,e,,,TI,pair-2,,0.01,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,louvain,,linear,e,,,TI,pair-2,,0.0,0.04,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,spectral,,linear,e,,,TI,pair-2,,0.01,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,kmeans,,metric,e,,,TI,pair-2,,0.14,0.41,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,louvain,,metric,e,,,TI,pair-2,,0.02,0.32,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,spectral,,metric,e,,,TI,pair-2,,0.13,0.41,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,kmeans,,graph,e,,,TI,pair-2,,0.06,0.23,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,louvain,,graph,e,,,TI,pair-2,,0.01,0.2,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,spectral,,graph,e,,,TI,pair-2,,0.06,0.24,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,kmeans,,deep,e,,,TI,pair-2,,0.14,0.45,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,louvain,,deep,e,,,TI,pair-2,,0.02,0.35,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,spectral,,deep,e,,,TI,pair-2,,0.14,0.46,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,kmeans,,deep,e,,,TI,pair-2,,0.26,0.48,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,louvain,,deep,e,,,TI,pair-2,,0.02,0.34,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,spectral,,deep,e,,,TI,pair-2,,0.14,0.43,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,kmeans,,linear,e,,,TI,pair-2,,0.19,0.28,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,louvain,,linear,e,,,TI,pair-2,,0.01,0.21,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,spectral,,linear,e,,,TI,pair-2,,0.08,0.26,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,kmeans,,linear,e,,,TI,pair-2,,0.04,0.09,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,louvain,,linear,e,,,TI,pair-2,,0.0,0.08,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,spectral,,linear,e,,,TI,pair-2,,0.02,0.09,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,kmeans,,deep,e,,,TI,pair-2,,0.04,0.14,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,louvain,,deep,e,,,TI,pair-2,,0.01,0.17,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,spectral,,deep,e,,,TI,pair-2,,-0.0,0.08,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,kmeans,,linear,e,,,TI,pair-2,,0.29,0.52,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,louvain,,linear,e,,,TI,pair-2,,0.02,0.35,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,spectral,,linear,e,,,TI,pair-2,,0.16,0.48,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,kmeans,,deep,e,,,TI,pair-2,,0.06,0.18,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,louvain,,deep,e,,,TI,pair-2,,0.01,0.2,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,spectral,,deep,e,,,TI,pair-2,,0.06,0.18,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,kmeans,,deep,e,,,TI,pair-2,,0.26,0.31,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,louvain,,deep,e,,,TI,pair-2,,0.01,0.23,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,spectral,,deep,e,,,TI,pair-2,,0.07,0.26,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,kmeans,,metric,e,,,TI,pair-2,,0.19,0.53,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,louvain,,metric,e,,,TI,pair-2,,0.06,0.44,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,spectral,,metric,e,,,TI,pair-2,,0.21,0.55,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,kmeans,,linear,e,,,TI,pair-2,,0.02,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,louvain,,linear,e,,,TI,pair-2,,0.0,0.04,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,spectral,,linear,e,,,TI,pair-2,,0.01,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,kmeans,,deep,e,,,TI,pair-3,,-0.0,0.0,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,louvain,,deep,e,,,TI,pair-3,,0.0,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,spectral,,deep,e,,,TI,pair-3,,0.0,0.0,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,kmeans,,deep,e,,,TI,pair-3,,0.16,0.39,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,louvain,,deep,e,,,TI,pair-3,,0.01,0.24,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,spectral,,deep,e,,,TI,pair-3,,0.1,0.34,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,kmeans,,graph,e,,,TI,pair-3,,0.06,0.16,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,louvain,,graph,e,,,TI,pair-3,,0.01,0.15,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,spectral,,graph,e,,,TI,pair-3,,0.05,0.16,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,kmeans,,linear,e,,,TI,pair-3,,0.23,0.43,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,louvain,,linear,e,,,TI,pair-3,,0.01,0.26,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,spectral,,linear,e,,,TI,pair-3,,0.14,0.39,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,kmeans,,metric,e,,,TI,pair-3,,0.11,0.31,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,louvain,,metric,e,,,TI,pair-3,,0.01,0.21,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,spectral,,metric,e,,,TI,pair-3,,0.09,0.29,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,kmeans,,linear,e,,,TI,pair-3,,0.75,0.58,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,louvain,,linear,e,,,TI,pair-3,,0.01,0.25,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,spectral,,linear,e,,,TI,pair-3,,0.13,0.38,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,kmeans,,graph,e,,,TI,pair-3,,0.2,0.4,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,louvain,,graph,e,,,TI,pair-3,,0.01,0.27,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,spectral,,graph,e,,,TI,pair-3,,0.13,0.36,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,kmeans,,metric,e,,,TI,pair-3,,0.02,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,louvain,,metric,e,,,TI,pair-3,,0.0,0.03,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,spectral,,metric,e,,,TI,pair-3,,0.02,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,kmeans,,deep,e,,,TI,pair-3,,0.01,0.03,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,louvain,,deep,e,,,TI,pair-3,,0.0,0.04,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,spectral,,deep,e,,,TI,pair-3,,0.01,0.03,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,kmeans,,deep,e,,,TI,pair-3,,0.16,0.29,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,louvain,,deep,e,,,TI,pair-3,,0.01,0.22,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,spectral,,deep,e,,,TI,pair-3,,0.1,0.29,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,kmeans,,graph,e,,,TI,pair-3,,0.16,0.39,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,louvain,,graph,e,,,TI,pair-3,,0.01,0.27,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,spectral,,graph,e,,,TI,pair-3,,0.11,0.34,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,kmeans,,metric,e,,,TI,pair-3,,0.10500000000000001,0.23500000000000001,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,louvain,,metric,e,,,TI,pair-3,,0.01,0.18,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,spectral,,metric,e,,,TI,pair-3,,0.08,0.225,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,kmeans,,linear,e,,,TI,pair-3,,0.0,0.01,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,louvain,,linear,e,,,TI,pair-3,,0.0,0.03,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,spectral,,linear,e,,,TI,pair-3,,0.01,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,kmeans,,metric,e,,,TI,pair-3,,0.16,0.4,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,louvain,,metric,e,,,TI,pair-3,,0.01,0.27,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,spectral,,metric,e,,,TI,pair-3,,0.18,0.42,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,kmeans,,graph,e,,,TI,pair-3,,0.08,0.23,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,louvain,,graph,e,,,TI,pair-3,,0.01,0.19,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,spectral,,graph,e,,,TI,pair-3,,0.14,0.28,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,kmeans,,deep,e,,,TI,pair-3,,0.11,0.35,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,louvain,,deep,e,,,TI,pair-3,,0.01,0.28,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,spectral,,deep,e,,,TI,pair-3,,0.13,0.39,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,kmeans,,deep,e,,,TI,pair-3,,0.28,0.51,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,louvain,,deep,e,,,TI,pair-3,,0.02,0.29,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,spectral,,deep,e,,,TI,pair-3,,0.15,0.41,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,kmeans,,linear,e,,,TI,pair-3,,0.2,0.31,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,louvain,,linear,e,,,TI,pair-3,,0.01,0.2,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,spectral,,linear,e,,,TI,pair-3,,0.08,0.25,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,kmeans,,linear,e,,,TI,pair-3,,0.05,0.09,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,louvain,,linear,e,,,TI,pair-3,,0.0,0.07,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,spectral,,linear,e,,,TI,pair-3,,0.02,0.08,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,kmeans,,deep,e,,,TI,pair-3,,0.01,0.08,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,louvain,,deep,e,,,TI,pair-3,,0.01,0.18,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,spectral,,deep,e,,,TI,pair-3,,-0.0,0.07,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,kmeans,,linear,e,,,TI,pair-3,,0.25,0.46,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,louvain,,linear,e,,,TI,pair-3,,0.01,0.28,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,spectral,,linear,e,,,TI,pair-3,,0.14,0.38,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,kmeans,,deep,e,,,TI,pair-3,,0.06,0.19,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,louvain,,deep,e,,,TI,pair-3,,0.01,0.18,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,spectral,,deep,e,,,TI,pair-3,,0.05,0.18,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,kmeans,,deep,e,,,TI,pair-3,,0.25,0.34,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,louvain,,deep,e,,,TI,pair-3,,0.01,0.22,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,spectral,,deep,e,,,TI,pair-3,,0.06,0.21,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,kmeans,,metric,e,,,TI,pair-3,,0.16,0.44,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,louvain,,metric,e,,,TI,pair-3,,0.02,0.3,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,spectral,,metric,e,,,TI,pair-3,,0.18,0.43,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,kmeans,,linear,e,,,TI,pair-3,,0.03,0.03,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,louvain,,linear,e,,,TI,pair-3,,0.0,0.03,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,spectral,,linear,e,,,TI,pair-3,,0.01,0.03,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,kmeans,,deep,e,,,TI,pair-4,,0.0,0.0,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,louvain,,deep,e,,,TI,pair-4,,0.0,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,spectral,,deep,e,,,TI,pair-4,,0.0,0.0,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,kmeans,,deep,e,,,TI,pair-4,,0.0,0.01,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,louvain,,deep,e,,,TI,pair-4,,0.0,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,spectral,,deep,e,,,TI,pair-4,,0.0,0.01,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,kmeans,,graph,e,,,TI,pair-4,,-0.0,0.04,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,louvain,,graph,e,,,TI,pair-4,,0.0,0.05,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,spectral,,graph,e,,,TI,pair-4,,0.01,0.04,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,kmeans,,linear,e,,,TI,pair-4,,0.18,0.37,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,louvain,,linear,e,,,TI,pair-4,,0.01,0.24,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,spectral,,linear,e,,,TI,pair-4,,0.1,0.34,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,kmeans,,metric,e,,,TI,pair-4,,0.02,0.08,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,louvain,,metric,e,,,TI,pair-4,,0.0,0.09,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,spectral,,metric,e,,,TI,pair-4,,0.02,0.09,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,kmeans,,linear,e,,,TI,pair-4,,0.25,0.35,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,louvain,,linear,e,,,TI,pair-4,,0.01,0.22,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PCA,spectral,,linear,e,,,TI,pair-4,,0.09,0.3,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,kmeans,,graph,e,,,TI,pair-4,,0.07,0.23,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,louvain,,graph,e,,,TI,pair-4,,0.01,0.19,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PHATE,spectral,,graph,e,,,TI,pair-4,,0.05,0.22,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,kmeans,,metric,e,,,TI,pair-4,,0.01,0.03,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,louvain,,metric,e,,,TI,pair-4,,0.0,0.04,0.9191594713982467,,,,,,,,,,,,,,,,,,,
PaCMAP,spectral,,metric,e,,,TI,pair-4,,0.01,0.03,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,kmeans,,deep,e,,,TI,pair-4,,0.02,0.08,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,louvain,,deep,e,,,TI,pair-4,,0.0,0.07,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SAUCIE,spectral,,deep,e,,,TI,pair-4,,0.02,0.08,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,kmeans,,deep,e,,,TI,pair-4,,0.05,0.18,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,louvain,,deep,e,,,TI,pair-4,,0.01,0.14,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SCDRHA,spectral,,deep,e,,,TI,pair-4,,0.05,0.17,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,kmeans,,graph,e,,,TI,pair-4,,0.06,0.22,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,louvain,,graph,e,,,TI,pair-4,,0.01,0.21,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SPDR,spectral,,graph,e,,,TI,pair-4,,0.07,0.26,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,kmeans,,metric,e,,,TI,pair-4,,0.07,0.15,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,louvain,,metric,e,,,TI,pair-4,,0.01,0.135,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,spectral,,metric,e,,,TI,pair-4,,0.045,0.15,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,kmeans,,linear,e,,,TI,pair-4,,0.02,0.03,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,louvain,,linear,e,,,TI,pair-4,,0.0,0.04,0.9191594713982467,,,,,,,,,,,,,,,,,,,
SSNMDI,spectral,,linear,e,,,TI,pair-4,,0.01,0.03,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,kmeans,,metric,e,,,TI,pair-4,,0.11,0.3,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,louvain,,metric,e,,,TI,pair-4,,0.01,0.23,0.9191594713982467,,,,,,,,,,,,,,,,,,,
TriMap,spectral,,metric,e,,,TI,pair-4,,0.11,0.32,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,kmeans,,graph,e,,,TI,pair-4,,0.02,0.09,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,louvain,,graph,e,,,TI,pair-4,,0.0,0.1,0.9191594713982467,,,,,,,,,,,,,,,,,,,
UMAP,spectral,,graph,e,,,TI,pair-4,,0.01,0.08,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,kmeans,,deep,e,,,TI,pair-4,,0.07,0.29,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,louvain,,deep,e,,,TI,pair-4,,0.01,0.24,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VAE,spectral,,deep,e,,,TI,pair-4,,0.09,0.3,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,kmeans,,deep,e,,,TI,pair-4,,0.22,0.42,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,louvain,,deep,e,,,TI,pair-4,,0.01,0.26,0.9191594713982467,,,,,,,,,,,,,,,,,,,
VASC,spectral,,deep,e,,,TI,pair-4,,0.11,0.36,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,kmeans,,linear,e,,,TI,pair-4,,0.18,0.29,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,louvain,,linear,e,,,TI,pair-4,,0.01,0.18,0.9191594713982467,,,,,,,,,,,,,,,,,,,
ZIFA,spectral,,linear,e,,,TI,pair-4,,0.07,0.23,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,kmeans,,linear,e,,,TI,pair-4,,0.04,0.09,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,louvain,,linear,e,,,TI,pair-4,,0.0,0.07,0.9191594713982467,,,,,,,,,,,,,,,,,,,
pCMF,spectral,,linear,e,,,TI,pair-4,,0.02,0.08,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,kmeans,,deep,e,,,TI,pair-4,,0.03,0.14,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,louvain,,deep,e,,,TI,pair-4,,0.0,0.16,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGAE,spectral,,deep,e,,,TI,pair-4,,0.08,0.21,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,kmeans,,linear,e,,,TI,pair-4,,0.21,0.4,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,louvain,,linear,e,,,TI,pair-4,,0.01,0.25,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scGBM,spectral,,linear,e,,,TI,pair-4,,0.11,0.35,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,kmeans,,deep,e,,,TI,pair-4,,0.06,0.18,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,louvain,,deep,e,,,TI,pair-4,,0.01,0.15,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scScope,spectral,,deep,e,,,TI,pair-4,,0.04,0.17,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,kmeans,,deep,e,,,TI,pair-4,,0.13,0.19,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,louvain,,deep,e,,,TI,pair-4,,0.01,0.14,0.9191594713982467,,,,,,,,,,,,,,,,,,,
scvis,spectral,,deep,e,,,TI,pair-4,,0.06,0.17,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,kmeans,,metric,e,,,TI,pair-4,,0.09,0.33,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,louvain,,metric,e,,,TI,pair-4,,0.02,0.28,0.9191594713982467,,,,,,,,,,,,,,,,,,,
t-SNE,spectral,,metric,e,,,TI,pair-4,,0.14,0.38,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,kmeans,,linear,e,,,TI,pair-4,,0.03,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,louvain,,linear,e,,,TI,pair-4,,0.0,0.03,0.9191594713982467,,,,,,,,,,,,,,,,,,,
tGPLVM,spectral,,linear,e,,,TI,pair-4,,0.01,0.02,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,kmeans,,deep,e,,,TI,parenchyme,,-0.0,0.0,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,louvain,,deep,e,,,TI,parenchyme,,-0.0,0.01,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DRA,spectral,,deep,e,,,TI,parenchyme,,0.0,0.0,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,kmeans,,deep,e,,,TI,parenchyme,,0.32,0.4,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,louvain,,deep,e,,,TI,parenchyme,,0.11,0.3,0.9191594713982467,,,,,,,,,,,,,,,,,,,
DREAM,spectral,,deep,e,,,TI,parenchyme,,0.29,0.36,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,kmeans,,graph,e,,,TI,parenchyme,,0.35,0.41,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,louvain,,graph,e,,,TI,parenchyme,,0.11,0.31,0.9191594713982467,,,,,,,,,,,,,,,,,,,
EDGE,spectral,,graph,e,,,TI,parenchyme,,0.32,0.4,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,kmeans,,linear,e,,,TI,parenchyme,,0.68,0.68,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,louvain,,linear,e,,,TI,parenchyme,,0.2,0.51,0.9191594713982467,,,,,,,,,,,,,,,,,,,
GLMPCA,spectral,,linear,e,,,TI,parenchyme,,0.59,0.65,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,kmeans,,metric,e,,,TI,parenchyme,,0.57,0.65,0.9191594713982467,,,,,,,,,,,,,,,,,,,
IVIS,louvain,,metric,e,,,TI,parenchyme,,0.19,0.49,0.9191594713982467,,,,,,,,,,,,,,,,,,,
