method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric
PaCMAP,-0.0,PaCMAP,PaCMAP,benchmarker,Baron_mouse,spectral,ARI
ParametricUMAP200,0.29,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,spectral,ARI
scScope,0.32,scScope,scScope,benchmarker,Baron_mouse,spectral,ARI
scvis,0.36,scvis,scvis,benchmarker,Baron_mouse,spectral,ARI
EDGE,0.17,EDGE,EDGE,benchmarker,Baron_mouse,spectral,ARI
TriMap,0.35,TriMap,TriMap,benchmarker,Baron_mouse,spectral,ARI
ParametricUMAP50,0.29,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,spectral,ARI
DRA,-0.0,DRA,DRA,benchmarker,Baron_mouse,spectral,ARI
SIMLR,0.18,SIMLR,SIMLR,benchmarker,Baron_mouse,spectral,ARI
SAUCIE,0.1,SAUCIE,SAUCIE,benchmarker,Baron_mouse,spectral,ARI
PCA,0.19,PCA,PCA,benchmarker,Baron_mouse,spectral,ARI
PHATE,0.45,PHATE,PHATE,benchmarker,Baron_mouse,spectral,ARI
ivis,0.56,IVIS,IVIS,benchmarker,Baron_mouse,spectral,COMP
scGAE,0.49,scGAE,scGAE,benchmarker,Baron_mouse,spectral,COMP
VASC,0.54,VASC,VASC,benchmarker,Baron_mouse,spectral,COMP
scGBM,0.51,scGBM,scGBM,benchmarker,Baron_mouse,spectral,COMP
SPDR,0.49,SPDR,SPDR,benchmarker,Baron_mouse,spectral,COMP
pCMF,0.25,pCMF,pCMF,benchmarker,Baron_mouse,spectral,COMP
SQuaD_MDS_hybrid,0.58,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,spectral,COMP
SCDRHA,0.55,SCDRHA,SCDRHA,benchmarker,Baron_mouse,spectral,COMP
TSNE,0.57,t-SNE,t-SNE,benchmarker,Baron_mouse,spectral,COMP
UMAP,0.56,UMAP,UMAP,benchmarker,Baron_mouse,spectral,COMP
VAE,0.57,VAE,VAE,benchmarker,Baron_mouse,spectral,COMP
DREAM,0.36,DREAM,DREAM,benchmarker,Baron_mouse,spectral,COMP
ZIFA,0.41,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,COMP
SSNMDI,0.03,SSNMDI,SSNMDI,benchmarker,Baron_mouse,spectral,COMP
tGPLVM,0.26,tGPLVM,tGPLVM,benchmarker,Baron_mouse,spectral,COMP
SQuaD_MDS,0.48,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,spectral,COMP
GLMPCA,0.52,GLMPCA,GLMPCA,benchmarker,Baron_mouse,spectral,COMP
PaCMAP,0.03,PaCMAP,PaCMAP,benchmarker,Baron_mouse,spectral,COMP
ParametricUMAP200,0.49,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,spectral,COMP
scScope,0.55,scScope,scScope,benchmarker,Baron_mouse,spectral,COMP
scvis,0.58,scvis,scvis,benchmarker,Baron_mouse,spectral,COMP
EDGE,0.34,EDGE,EDGE,benchmarker,Baron_mouse,spectral,COMP
TriMap,0.59,TriMap,TriMap,benchmarker,Baron_mouse,spectral,COMP
ParametricUMAP50,0.51,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,spectral,COMP
DRA,0.02,DRA,DRA,benchmarker,Baron_mouse,spectral,COMP
SIMLR,0.45,SIMLR,SIMLR,benchmarker,Baron_mouse,spectral,COMP
SAUCIE,0.27,SAUCIE,SAUCIE,benchmarker,Baron_mouse,spectral,COMP
PCA,0.4,PCA,PCA,benchmarker,Baron_mouse,spectral,COMP
PHATE,0.59,PHATE,PHATE,benchmarker,Baron_mouse,spectral,COMP
ivis,0.84,IVIS,IVIS,benchmarker,Baron_mouse,spectral,HOMO
scGAE,0.73,scGAE,scGAE,benchmarker,Baron_mouse,spectral,HOMO
VASC,0.8,VASC,VASC,benchmarker,Baron_mouse,spectral,HOMO
scGBM,0.76,scGBM,scGBM,benchmarker,Baron_mouse,spectral,HOMO
SPDR,0.67,SPDR,SPDR,benchmarker,Baron_mouse,spectral,HOMO
pCMF,0.38,pCMF,pCMF,benchmarker,Baron_mouse,spectral,HOMO
SQuaD_MDS_hybrid,0.82,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,spectral,HOMO
SCDRHA,0.77,SCDRHA,SCDRHA,benchmarker,Baron_mouse,spectral,HOMO
TSNE,0.8,t-SNE,t-SNE,benchmarker,Baron_mouse,spectral,HOMO
UMAP,0.82,UMAP,UMAP,benchmarker,Baron_mouse,spectral,HOMO
VAE,0.81,VAE,VAE,benchmarker,Baron_mouse,spectral,HOMO
DREAM,0.55,DREAM,DREAM,benchmarker,Baron_mouse,spectral,HOMO
ZIFA,0.62,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,HOMO
SSNMDI,0.04,SSNMDI,SSNMDI,benchmarker,Baron_mouse,spectral,HOMO
tGPLVM,0.38,tGPLVM,tGPLVM,benchmarker,Baron_mouse,spectral,HOMO
SQuaD_MDS,0.72,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,spectral,HOMO
GLMPCA,0.78,GLMPCA,GLMPCA,benchmarker,Baron_mouse,spectral,HOMO
PaCMAP,0.04,PaCMAP,PaCMAP,benchmarker,Baron_mouse,spectral,HOMO
ParametricUMAP200,0.71,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,spectral,HOMO
scScope,0.79,scScope,scScope,benchmarker,Baron_mouse,spectral,HOMO
scvis,0.85,scvis,scvis,benchmarker,Baron_mouse,spectral,HOMO
EDGE,0.51,EDGE,EDGE,benchmarker,Baron_mouse,spectral,HOMO
TriMap,0.79,TriMap,TriMap,benchmarker,Baron_mouse,spectral,HOMO
ParametricUMAP50,0.71,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,spectral,HOMO
DRA,0.02,DRA,DRA,benchmarker,Baron_mouse,spectral,HOMO
SIMLR,0.63,SIMLR,SIMLR,benchmarker,Baron_mouse,spectral,HOMO
SAUCIE,0.4,SAUCIE,SAUCIE,benchmarker,Baron_mouse,spectral,HOMO
PCA,0.6,PCA,PCA,benchmarker,Baron_mouse,spectral,HOMO
PHATE,0.82,PHATE,PHATE,benchmarker,Baron_mouse,spectral,HOMO
ivis,0.67,IVIS,IVIS,benchmarker,Baron_mouse,spectral,NMI
scGAE,0.59,scGAE,scGAE,benchmarker,Baron_mouse,spectral,NMI
VASC,0.65,VASC,VASC,benchmarker,Baron_mouse,spectral,NMI
scGBM,0.61,scGBM,scGBM,benchmarker,Baron_mouse,spectral,NMI
SPDR,0.57,SPDR,SPDR,benchmarker,Baron_mouse,spectral,NMI
pCMF,0.3,pCMF,pCMF,benchmarker,Baron_mouse,spectral,NMI
SQuaD_MDS_hybrid,0.68,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,spectral,NMI
SCDRHA,0.64,SCDRHA,SCDRHA,benchmarker,Baron_mouse,spectral,NMI
TSNE,0.66,t-SNE,t-SNE,benchmarker,Baron_mouse,spectral,NMI
UMAP,0.67,UMAP,UMAP,benchmarker,Baron_mouse,spectral,NMI
VAE,0.67,VAE,VAE,benchmarker,Baron_mouse,spectral,NMI
DREAM,0.43,DREAM,DREAM,benchmarker,Baron_mouse,spectral,NMI
ZIFA,0.49,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,NMI
SSNMDI,0.03,SSNMDI,SSNMDI,benchmarker,Baron_mouse,spectral,NMI
tGPLVM,0.31,tGPLVM,tGPLVM,benchmarker,Baron_mouse,spectral,NMI
SQuaD_MDS,0.57,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,spectral,NMI
GLMPCA,0.63,GLMPCA,GLMPCA,benchmarker,Baron_mouse,spectral,NMI
PaCMAP,0.03,PaCMAP,PaCMAP,benchmarker,Baron_mouse,spectral,NMI
ParametricUMAP200,0.58,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,spectral,NMI
scScope,0.65,scScope,scScope,benchmarker,Baron_mouse,spectral,NMI
scvis,0.69,scvis,scvis,benchmarker,Baron_mouse,spectral,NMI
EDGE,0.41,EDGE,EDGE,benchmarker,Baron_mouse,spectral,NMI
TriMap,0.67,TriMap,TriMap,benchmarker,Baron_mouse,spectral,NMI
ParametricUMAP50,0.6,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,spectral,NMI
DRA,0.02,DRA,DRA,benchmarker,Baron_mouse,spectral,NMI
SIMLR,0.52,SIMLR,SIMLR,benchmarker,Baron_mouse,spectral,NMI
SAUCIE,0.33,SAUCIE,SAUCIE,benchmarker,Baron_mouse,spectral,NMI
PCA,0.48,PCA,PCA,benchmarker,Baron_mouse,spectral,NMI
PHATE,0.69,PHATE,PHATE,benchmarker,Baron_mouse,spectral,NMI
ivis,0.38,IVIS,IVIS,benchmarker,Baron_mouse,spectral,SIL
scGAE,0.45,scGAE,scGAE,benchmarker,Baron_mouse,spectral,SIL
VASC,0.5,VASC,VASC,benchmarker,Baron_mouse,spectral,SIL
scGBM,0.39,scGBM,scGBM,benchmarker,Baron_mouse,spectral,SIL
SPDR,-0.11,SPDR,SPDR,benchmarker,Baron_mouse,spectral,SIL
pCMF,0.48,pCMF,pCMF,benchmarker,Baron_mouse,spectral,SIL
SQuaD_MDS_hybrid,0.47,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,spectral,SIL
SCDRHA,0.38,SCDRHA,SCDRHA,benchmarker,Baron_mouse,spectral,SIL
TSNE,0.33,t-SNE,t-SNE,benchmarker,Baron_mouse,spectral,SIL
UMAP,0.48,UMAP,UMAP,benchmarker,Baron_mouse,spectral,SIL
VAE,0.32,VAE,VAE,benchmarker,Baron_mouse,spectral,SIL
DREAM,0.29,DREAM,DREAM,benchmarker,Baron_mouse,spectral,SIL
ZIFA,0.38,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,SIL
SSNMDI,0.18,SSNMDI,SSNMDI,benchmarker,Baron_mouse,spectral,SIL
tGPLVM,0.4,tGPLVM,tGPLVM,benchmarker,Baron_mouse,spectral,SIL
SQuaD_MDS,0.34,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,spectral,SIL
GLMPCA,0.36,GLMPCA,GLMPCA,benchmarker,Baron_mouse,spectral,SIL
PaCMAP,0.09,PaCMAP,PaCMAP,benchmarker,Baron_mouse,spectral,SIL
ParametricUMAP200,0.13,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,spectral,SIL
scScope,0.41,scScope,scScope,benchmarker,Baron_mouse,spectral,SIL
scvis,0.38,scvis,scvis,benchmarker,Baron_mouse,spectral,SIL
EDGE,0.38,EDGE,EDGE,benchmarker,Baron_mouse,spectral,SIL
TriMap,0.31,TriMap,TriMap,benchmarker,Baron_mouse,spectral,SIL
ParametricUMAP50,0.17,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,spectral,SIL
DRA,0.45,DRA,DRA,benchmarker,Baron_mouse,spectral,SIL
SIMLR,0.07,SIMLR,SIMLR,benchmarker,Baron_mouse,spectral,SIL
SAUCIE,0.45,SAUCIE,SAUCIE,benchmarker,Baron_mouse,spectral,SIL
PCA,0.31,PCA,PCA,benchmarker,Baron_mouse,spectral,SIL
PHATE,0.39,PHATE,PHATE,benchmarker,Baron_mouse,spectral,SIL
ivis,0.74,IVIS,IVIS,benchmarker,Darmanis,kmeans,ARI
scGAE,0.62,scGAE,scGAE,benchmarker,Darmanis,kmeans,ARI
VASC,0.73,VASC,VASC,benchmarker,Darmanis,kmeans,ARI
scGBM,0.74,scGBM,scGBM,benchmarker,Darmanis,kmeans,ARI
SPDR,0.92,SPDR,SPDR,benchmarker,Darmanis,kmeans,ARI
pCMF,0.15,pCMF,pCMF,benchmarker,Darmanis,kmeans,ARI
SQuaD_MDS_hybrid,0.6,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Darmanis,kmeans,ARI
SCDRHA,0.66,SCDRHA,SCDRHA,benchmarker,Darmanis,kmeans,ARI
TSNE,0.66,t-SNE,t-SNE,benchmarker,Darmanis,kmeans,ARI
UMAP,0.57,UMAP,UMAP,benchmarker,Darmanis,kmeans,ARI
VAE,0.13,VAE,VAE,benchmarker,Darmanis,kmeans,ARI
DREAM,0.63,DREAM,DREAM,benchmarker,Darmanis,kmeans,ARI
ZIFA,0.74,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,ARI
SSNMDI,0.04,SSNMDI,SSNMDI,benchmarker,Darmanis,kmeans,ARI
tGPLVM,0.4,tGPLVM,tGPLVM,benchmarker,Darmanis,kmeans,ARI
SQuaD_MDS,0.48,SQuaD-MDS,SQuaD-MDS,benchmarker,Darmanis,kmeans,ARI
GLMPCA,0.73,GLMPCA,GLMPCA,benchmarker,Darmanis,kmeans,ARI
PaCMAP,0.05,PaCMAP,PaCMAP,benchmarker,Darmanis,kmeans,ARI
ParametricUMAP200,0.62,Parametric UMAP 200,UMAP,benchmarker,Darmanis,kmeans,ARI
scScope,0.36,scScope,scScope,benchmarker,Darmanis,kmeans,ARI
scvis,0.68,scvis,scvis,benchmarker,Darmanis,kmeans,ARI
EDGE,0.4,EDGE,EDGE,benchmarker,Darmanis,kmeans,ARI
TriMap,0.83,TriMap,TriMap,benchmarker,Darmanis,kmeans,ARI
ParametricUMAP50,0.62,Parametric UMAP 50,UMAP,benchmarker,Darmanis,kmeans,ARI
DRA,-0.0,DRA,DRA,benchmarker,Darmanis,kmeans,ARI
SIMLR,0.92,SIMLR,SIMLR,benchmarker,Darmanis,kmeans,ARI
SAUCIE,0.06,SAUCIE,SAUCIE,benchmarker,Darmanis,kmeans,ARI
PCA,0.33,PCA,PCA,benchmarker,Darmanis,kmeans,ARI
PHATE,0.71,PHATE,PHATE,benchmarker,Darmanis,kmeans,ARI
ivis,0.76,IVIS,IVIS,benchmarker,Darmanis,kmeans,COMP
scGAE,0.72,scGAE,scGAE,benchmarker,Darmanis,kmeans,COMP
VASC,0.79,VASC,VASC,benchmarker,Darmanis,kmeans,COMP
scGBM,0.73,scGBM,scGBM,benchmarker,Darmanis,kmeans,COMP
SPDR,0.9,SPDR,SPDR,benchmarker,Darmanis,kmeans,COMP
pCMF,0.25,pCMF,pCMF,benchmarker,Darmanis,kmeans,COMP
SQuaD_MDS_hybrid,0.69,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Darmanis,kmeans,COMP
SCDRHA,0.73,SCDRHA,SCDRHA,benchmarker,Darmanis,kmeans,COMP
TSNE,0.73,t-SNE,t-SNE,benchmarker,Darmanis,kmeans,COMP
UMAP,0.69,UMAP,UMAP,benchmarker,Darmanis,kmeans,COMP
VAE,0.17,VAE,VAE,benchmarker,Darmanis,kmeans,COMP
DREAM,0.72,DREAM,DREAM,benchmarker,Darmanis,kmeans,COMP
ZIFA,0.74,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,COMP
SSNMDI,0.1,SSNMDI,SSNMDI,benchmarker,Darmanis,kmeans,COMP
tGPLVM,0.5,tGPLVM,tGPLVM,benchmarker,Darmanis,kmeans,COMP
SQuaD_MDS,0.55,SQuaD-MDS,SQuaD-MDS,benchmarker,Darmanis,kmeans,COMP
GLMPCA,0.73,GLMPCA,GLMPCA,benchmarker,Darmanis,kmeans,COMP
PaCMAP,0.14,PaCMAP,PaCMAP,benchmarker,Darmanis,kmeans,COMP
ParametricUMAP200,0.74,Parametric UMAP 200,UMAP,benchmarker,Darmanis,kmeans,COMP
scScope,0.46,scScope,scScope,benchmarker,Darmanis,kmeans,COMP
scvis,0.79,scvis,scvis,benchmarker,Darmanis,kmeans,COMP
EDGE,0.52,EDGE,EDGE,benchmarker,Darmanis,kmeans,COMP
TriMap,0.84,TriMap,TriMap,benchmarker,Darmanis,kmeans,COMP
ParametricUMAP50,0.74,Parametric UMAP 50,UMAP,benchmarker,Darmanis,kmeans,COMP
DRA,0.04,DRA,DRA,benchmarker,Darmanis,kmeans,COMP
SIMLR,0.91,SIMLR,SIMLR,benchmarker,Darmanis,kmeans,COMP
SAUCIE,0.12,SAUCIE,SAUCIE,benchmarker,Darmanis,kmeans,COMP
PCA,0.45,PCA,PCA,benchmarker,Darmanis,kmeans,COMP
PHATE,0.78,PHATE,PHATE,benchmarker,Darmanis,kmeans,COMP
ivis,0.83,IVIS,IVIS,benchmarker,Darmanis,kmeans,HOMO
scGAE,0.81,scGAE,scGAE,benchmarker,Darmanis,kmeans,HOMO
VASC,0.8,VASC,VASC,benchmarker,Darmanis,kmeans,HOMO
scGBM,0.77,scGBM,scGBM,benchmarker,Darmanis,kmeans,HOMO
SPDR,0.91,SPDR,SPDR,benchmarker,Darmanis,kmeans,HOMO
pCMF,0.28,pCMF,pCMF,benchmarker,Darmanis,kmeans,HOMO
SQuaD_MDS_hybrid,0.77,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Darmanis,kmeans,HOMO
SCDRHA,0.77,SCDRHA,SCDRHA,benchmarker,Darmanis,kmeans,HOMO
TSNE,0.79,t-SNE,t-SNE,benchmarker,Darmanis,kmeans,HOMO
UMAP,0.79,UMAP,UMAP,benchmarker,Darmanis,kmeans,HOMO
VAE,0.17,VAE,VAE,benchmarker,Darmanis,kmeans,HOMO
DREAM,0.73,DREAM,DREAM,benchmarker,Darmanis,kmeans,HOMO
ZIFA,0.74,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,HOMO
SSNMDI,0.12,SSNMDI,SSNMDI,benchmarker,Darmanis,kmeans,HOMO
tGPLVM,0.54,tGPLVM,tGPLVM,benchmarker,Darmanis,kmeans,HOMO
SQuaD_MDS,0.63,SQuaD-MDS,SQuaD-MDS,benchmarker,Darmanis,kmeans,HOMO
GLMPCA,0.76,GLMPCA,GLMPCA,benchmarker,Darmanis,kmeans,HOMO
PaCMAP,0.15,PaCMAP,PaCMAP,benchmarker,Darmanis,kmeans,HOMO
ParametricUMAP200,0.83,Parametric UMAP 200,UMAP,benchmarker,Darmanis,kmeans,HOMO
scScope,0.53,scScope,scScope,benchmarker,Darmanis,kmeans,HOMO
scvis,0.76,scvis,scvis,benchmarker,Darmanis,kmeans,HOMO
EDGE,0.59,EDGE,EDGE,benchmarker,Darmanis,kmeans,HOMO
TriMap,0.9,TriMap,TriMap,benchmarker,Darmanis,kmeans,HOMO
ParametricUMAP50,0.83,Parametric UMAP 50,UMAP,benchmarker,Darmanis,kmeans,HOMO
DRA,0.04,DRA,DRA,benchmarker,Darmanis,kmeans,HOMO
SIMLR,0.89,SIMLR,SIMLR,benchmarker,Darmanis,kmeans,HOMO
SAUCIE,0.13,SAUCIE,SAUCIE,benchmarker,Darmanis,kmeans,HOMO
PCA,0.36,PCA,PCA,benchmarker,Darmanis,kmeans,HOMO
PHATE,0.8,PHATE,PHATE,benchmarker,Darmanis,kmeans,HOMO
ivis,0.79,IVIS,IVIS,benchmarker,Darmanis,kmeans,NMI
scGAE,0.76,scGAE,scGAE,benchmarker,Darmanis,kmeans,NMI
VASC,0.79,VASC,VASC,benchmarker,Darmanis,kmeans,NMI
scGBM,0.75,scGBM,scGBM,benchmarker,Darmanis,kmeans,NMI
SPDR,0.91,SPDR,SPDR,benchmarker,Darmanis,kmeans,NMI
pCMF,0.26,pCMF,pCMF,benchmarker,Darmanis,kmeans,NMI
SQuaD_MDS_hybrid,0.73,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Darmanis,kmeans,NMI
SCDRHA,0.75,SCDRHA,SCDRHA,benchmarker,Darmanis,kmeans,NMI
TSNE,0.76,t-SNE,t-SNE,benchmarker,Darmanis,kmeans,NMI
UMAP,0.74,UMAP,UMAP,benchmarker,Darmanis,kmeans,NMI
VAE,0.17,VAE,VAE,benchmarker,Darmanis,kmeans,NMI
DREAM,0.73,DREAM,DREAM,benchmarker,Darmanis,kmeans,NMI
ZIFA,0.74,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,NMI
SSNMDI,0.11,SSNMDI,SSNMDI,benchmarker,Darmanis,kmeans,NMI
tGPLVM,0.52,tGPLVM,tGPLVM,benchmarker,Darmanis,kmeans,NMI
SQuaD_MDS,0.59,SQuaD-MDS,SQuaD-MDS,benchmarker,Darmanis,kmeans,NMI
GLMPCA,0.75,GLMPCA,GLMPCA,benchmarker,Darmanis,kmeans,NMI
PaCMAP,0.15,PaCMAP,PaCMAP,benchmarker,Darmanis,kmeans,NMI
ParametricUMAP200,0.78,Parametric UMAP 200,UMAP,benchmarker,Darmanis,kmeans,NMI
scScope,0.49,scScope,scScope,benchmarker,Darmanis,kmeans,NMI
scvis,0.78,scvis,scvis,benchmarker,Darmanis,kmeans,NMI
EDGE,0.55,EDGE,EDGE,benchmarker,Darmanis,kmeans,NMI
TriMap,0.87,TriMap,TriMap,benchmarker,Darmanis,kmeans,NMI
ParametricUMAP50,0.78,Parametric UMAP 50,UMAP,benchmarker,Darmanis,kmeans,NMI
DRA,0.04,DRA,DRA,benchmarker,Darmanis,kmeans,NMI
SIMLR,0.9,SIMLR,SIMLR,benchmarker,Darmanis,kmeans,NMI
SAUCIE,0.13,SAUCIE,SAUCIE,benchmarker,Darmanis,kmeans,NMI
PCA,0.4,PCA,PCA,benchmarker,Darmanis,kmeans,NMI
PHATE,0.79,PHATE,PHATE,benchmarker,Darmanis,kmeans,NMI
ivis,0.54,IVIS,IVIS,benchmarker,Darmanis,kmeans,SIL
scGAE,0.74,scGAE,scGAE,benchmarker,Darmanis,kmeans,SIL
VASC,0.6,VASC,VASC,benchmarker,Darmanis,kmeans,SIL
scGBM,0.57,scGBM,scGBM,benchmarker,Darmanis,kmeans,SIL
SPDR,0.74,SPDR,SPDR,benchmarker,Darmanis,kmeans,SIL
pCMF,0.35,pCMF,pCMF,benchmarker,Darmanis,kmeans,SIL
SQuaD_MDS_hybrid,0.47,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Darmanis,kmeans,SIL
SCDRHA,0.63,SCDRHA,SCDRHA,benchmarker,Darmanis,kmeans,SIL
TSNE,0.55,t-SNE,t-SNE,benchmarker,Darmanis,kmeans,SIL
UMAP,0.54,UMAP,UMAP,benchmarker,Darmanis,kmeans,SIL
VAE,0.68,VAE,VAE,benchmarker,Darmanis,kmeans,SIL
DREAM,0.44,DREAM,DREAM,benchmarker,Darmanis,kmeans,SIL
ZIFA,0.57,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,SIL
SSNMDI,0.63,SSNMDI,SSNMDI,benchmarker,Darmanis,kmeans,SIL
tGPLVM,0.58,tGPLVM,tGPLVM,benchmarker,Darmanis,kmeans,SIL
SQuaD_MDS,0.34,SQuaD-MDS,SQuaD-MDS,benchmarker,Darmanis,kmeans,SIL
GLMPCA,0.56,GLMPCA,GLMPCA,benchmarker,Darmanis,kmeans,SIL
PaCMAP,0.77,PaCMAP,PaCMAP,benchmarker,Darmanis,kmeans,SIL
ParametricUMAP200,0.58,Parametric UMAP 200,UMAP,benchmarker,Darmanis,kmeans,SIL
scScope,0.44,scScope,scScope,benchmarker,Darmanis,kmeans,SIL
scvis,0.56,scvis,scvis,benchmarker,Darmanis,kmeans,SIL
EDGE,0.5,EDGE,EDGE,benchmarker,Darmanis,kmeans,SIL
TriMap,0.72,TriMap,TriMap,benchmarker,Darmanis,kmeans,SIL
ParametricUMAP50,0.58,Parametric UMAP 50,UMAP,benchmarker,Darmanis,kmeans,SIL
DRA,0.57,DRA,DRA,benchmarker,Darmanis,kmeans,SIL
SIMLR,0.83,SIMLR,SIMLR,benchmarker,Darmanis,kmeans,SIL
SAUCIE,0.52,SAUCIE,SAUCIE,benchmarker,Darmanis,kmeans,SIL
PCA,0.41,PCA,PCA,benchmarker,Darmanis,kmeans,SIL
PHATE,0.67,PHATE,PHATE,benchmarker,Darmanis,kmeans,SIL
ivis,0.35,IVIS,IVIS,benchmarker,Darmanis,louvain,ARI
scGAE,0.53,scGAE,scGAE,benchmarker,Darmanis,louvain,ARI
VASC,0.34,VASC,VASC,benchmarker,Darmanis,louvain,ARI
scGBM,0.47,scGBM,scGBM,benchmarker,Darmanis,louvain,ARI
SPDR,0.37,SPDR,SPDR,benchmarker,Darmanis,louvain,ARI
pCMF,0.18,pCMF,pCMF,benchmarker,Darmanis,louvain,ARI
SQuaD_MDS_hybrid,0.45,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Darmanis,louvain,ARI
SCDRHA,0.29,SCDRHA,SCDRHA,benchmarker,Darmanis,louvain,ARI
TSNE,0.44,t-SNE,t-SNE,benchmarker,Darmanis,louvain,ARI
UMAP,0.42,UMAP,UMAP,benchmarker,Darmanis,louvain,ARI
VAE,0.04,VAE,VAE,benchmarker,Darmanis,louvain,ARI
DREAM,0.33,DREAM,DREAM,benchmarker,Darmanis,louvain,ARI
ZIFA,0.51,ZIFA,ZIFA,benchmarker,Darmanis,louvain,ARI
SSNMDI,0.03,SSNMDI,SSNMDI,benchmarker,Darmanis,louvain,ARI
tGPLVM,0.3,tGPLVM,tGPLVM,benchmarker,Darmanis,louvain,ARI
SQuaD_MDS,0.45,SQuaD-MDS,SQuaD-MDS,benchmarker,Darmanis,louvain,ARI
GLMPCA,0.43,GLMPCA,GLMPCA,benchmarker,Darmanis,louvain,ARI
PaCMAP,0.04,PaCMAP,PaCMAP,benchmarker,Darmanis,louvain,ARI
ParametricUMAP200,0.32,Parametric UMAP 200,UMAP,benchmarker,Darmanis,louvain,ARI
scScope,0.32,scScope,scScope,benchmarker,Darmanis,louvain,ARI
scvis,0.52,scvis,scvis,benchmarker,Darmanis,louvain,ARI
EDGE,0.35,EDGE,EDGE,benchmarker,Darmanis,louvain,ARI
TriMap,0.36,TriMap,TriMap,benchmarker,Darmanis,louvain,ARI
ParametricUMAP50,0.31,Parametric UMAP 50,UMAP,benchmarker,Darmanis,louvain,ARI
DRA,-0.0,DRA,DRA,benchmarker,Darmanis,louvain,ARI
SIMLR,0.47,SIMLR,SIMLR,benchmarker,Darmanis,louvain,ARI
SAUCIE,0.06,SAUCIE,SAUCIE,benchmarker,Darmanis,louvain,ARI
PCA,0.28,PCA,PCA,benchmarker,Darmanis,louvain,ARI
PHATE,0.52,PHATE,PHATE,benchmarker,Darmanis,louvain,ARI
ivis,0.55,IVIS,IVIS,benchmarker,Darmanis,louvain,COMP
scGAE,0.66,scGAE,scGAE,benchmarker,Darmanis,louvain,COMP
VASC,0.56,VASC,VASC,benchmarker,Darmanis,louvain,COMP
scGBM,0.62,scGBM,scGBM,benchmarker,Darmanis,louvain,COMP
SPDR,0.58,SPDR,SPDR,benchmarker,Darmanis,louvain,COMP
pCMF,0.25,pCMF,pCMF,benchmarker,Darmanis,louvain,COMP
SQuaD_MDS_hybrid,0.61,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Darmanis,louvain,COMP
SCDRHA,0.49,SCDRHA,SCDRHA,benchmarker,Darmanis,louvain,COMP
TSNE,0.61,t-SNE,t-SNE,benchmarker,Darmanis,louvain,COMP
UMAP,0.6,UMAP,UMAP,benchmarker,Darmanis,louvain,COMP
VAE,0.18,VAE,VAE,benchmarker,Darmanis,louvain,COMP
DREAM,0.56,DREAM,DREAM,benchmarker,Darmanis,louvain,COMP
ZIFA,0.61,ZIFA,ZIFA,benchmarker,Darmanis,louvain,COMP
SSNMDI,0.13,SSNMDI,SSNMDI,benchmarker,Darmanis,louvain,COMP
tGPLVM,0.45,tGPLVM,tGPLVM,benchmarker,Darmanis,louvain,COMP
SQuaD_MDS,0.58,SQuaD-MDS,SQuaD-MDS,benchmarker,Darmanis,louvain,COMP
GLMPCA,0.59,GLMPCA,GLMPCA,benchmarker,Darmanis,louvain,COMP
PaCMAP,0.14,PaCMAP,PaCMAP,benchmarker,Darmanis,louvain,COMP
ParametricUMAP200,0.55,Parametric UMAP 200,UMAP,benchmarker,Darmanis,louvain,COMP
